player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
Osa Odighizuwa,42754,DI,UCLA,7,0,2,324,77.5,7,13,243,97.4,12.8,31,4,6.2,5,270,263,25,0,81.4,3,8,85,98.9,18.8,16,11.2,4,91,90,15,2020
Cameron Murray,42756,DI,OKLA STATE,10,0,1,262,60.6,2,10,216,98.3,5.6,12,2,3.7,2,239,235,14,0,57.3,1,6,90,99,6.7,6,5,1,99,98,8,2020
Nick Heninger,42766,ED,UTAH ST,6,0,0,329,79.9,2,9,110,68.2,10.9,12,0,7.7,3,170,116,14,0,88.3,2,4,34,82.2,23.5,8,14.7,2,45,37,8,2020
Elijah Diarrassouba,42767,DI,APP STATE,9,0,0,108,55.4,1,11,113,100,5.3,6,1,5.3,0,121,121,12,0,59.8,0,5,30,100,13.3,4,8.3,0,35,35,5,2020
Lorenzo Dantzler,42768,ED,UTSA,10,0,0,331,75.7,7,16,211,100,12.8,27,1,5.9,1,223,223,24,0,85.5,2,6,56,100,25,14,8.9,1,59,59,9,2020
Kailien Guillory,42769,ED,W MICHIGAN,6,0,0,347,56,2,8,160,97.2,5.6,9,1,3.8,1,176,171,11,0,58.9,0,3,45,96,13.3,6,3.3,0,50,48,3,2020
Markell Utsey,42779,DI,MISSOURI,9,2,0,229,63.1,1,4,149,99.4,4.7,7,1,1.7,0,158,157,5,0,62.2,1,3,58,98.4,6.9,4,3.4,0,64,63,4,2020
Ajani Kerr,42797,CB,TULANE,10,0,0,319,54.5,0,1,17,10.2,5.9,1,0,2.9,0,197,20,1,0,51.9,0,1,8,12.7,0,0,6.3,0,71,9,1,2020
Shaka Toney,42806,ED,PENN STATE,9,0,1,266,81.6,4,14,196,91.4,14.3,28,7,7.1,5,220,201,23,0,84,2,6,78,92.1,19.2,15,10.3,4,89,82,12,2020
Anthony Watts,42807,DI,PURDUE,5,0,0,273,55.4,0,4,98,99.1,2,2,2,2,0,106,105,4,0,56.1,0,3,37,100,2.7,1,4.1,0,41,41,3,2020
Tommy Dawkins Jr.,42832,ED,APP STATE,11,0,0,108,62,1,5,84,100,7.1,6,0,3.6,0,88,88,6,0,65.2,1,0,13,100,7.7,1,3.8,0,14,14,1,2020
Leni Toailoa,42858,LB,UCLA,4,0,0,324,55.3,0,2,11,27.1,9.1,1,1,18.2,1,48,13,3,0,48.4,0,1,4,22.2,0,0,12.5,0,18,4,1,2020
Xavier Kelly,42863,DI,ARKANSAS,9,0,0,111,54.6,1,4,130,100,3.1,4,0,2.7,1,136,136,6,0,54,1,1,34,100,2.9,1,2.9,0,36,36,2,2020
Justus Rogers,42865,LB,WASH STATE,4,0,0,341,66.7,1,1,21,14.8,14.3,3,0,4.8,0,155,23,2,0,65,1,1,7,11.3,14.3,1,14.3,0,71,8,2,2020
Curtis Robinson,42871,LB,STANFORD,6,0,0,300,63.6,1,1,9,5.3,11.1,1,0,11.1,0,207,11,2,0,69,1,1,4,9.7,25,1,25,0,62,6,2,2020
Avery Williams,42873,CB,BOISE ST,6,0,0,120,60,0,0,1,0.9,100,1,2,0,0,106,1,0,0,,0,0,0,0,,0,,0,35,0,0,2020
D.C. Williams,42880,CB,VANDERBILT,4,0,0,333,60,0,0,1,1.2,0,0,1,0,0,81,1,0,0,,0,0,0,0,,0,,0,22,0,0,2020
Jarrion Street,42887,LB,UAB,2,0,0,321,59.9,0,1,1,4.2,0,0,0,50,0,24,1,1,0,,0,0,0,0,,0,,0,7,0,0,2020
Grant Morgan,42888,LB,ARKANSAS,9,0,0,111,65.3,6,4,38,11,13.2,5,0,15.8,1,356,39,11,0,62.3,1,1,19,25.6,15.8,3,10.5,1,78,20,3,2020
Jahad Woods,42896,LB,WASH STATE,4,0,0,341,68.4,2,2,15,12.8,20,3,0,20,1,125,16,5,0,60.1,1,0,7,11.7,28.6,2,7.1,0,60,7,1,2020
Kylan Stribling,42902,S,MIDDLE TN,5,0,0,224,60,0,0,1,11.1,0,0,0,0,0,9,1,0,0,,0,0,0,0,,0,,0,5,0,0,2020
Joshua Bailey,42907,DI,IOWA STATE,10,0,0,193,54,0,2,88,98.9,2.3,2,0,1.1,0,94,93,2,0,55.1,0,0,10,100,0,0,0,0,10,10,0,2020
Deon Edwards,42912,ED,ARKANSAS,1,0,0,111,63.9,0,0,4,100,25,1,0,0,0,4,4,0,0,57.3,0,0,2,100,0,0,0,0,2,2,0,2020
Dicaprio Bootle,42913,CB,NEBRASKA,8,0,0,238,68.8,1,0,6,2.1,0,0,1,8.3,0,282,6,1,0,66.9,1,0,1,1.1,0,0,50,0,92,1,1,2020
Jaylon McClain-Sapp,42931,CB,MARSHALL,8,0,0,214,60,0,0,0,0.4,,0,7,,0,248,1,0,0,,0,0,0,0,,0,,0,51,0,0,2020
Jamar Watson,42938,ED,KENTUCKY,10,0,0,202,69.7,3,12,140,62,13.6,19,1,9.6,6,237,147,21,0,68.6,0,7,47,72.9,17,8,13.8,3,70,51,10,2020
Cobi Francis,42941,CB,MEMPHIS,9,0,1,218,51.6,0,0,4,1.3,0,0,2,0,0,374,5,0,0,54.7,0,0,1,1.6,0,0,0,0,123,2,0,2020
Jordan Happle,42942,S,OREGON,5,0,0,264,58.2,0,0,2,1.4,0,0,0,0,0,144,2,0,0,59.2,0,0,1,1.7,0,0,0,0,58,1,0,2020
Chris Brown,42952,S,TEXAS,9,1,0,311,67.9,0,0,3,1.1,0,0,0,0,0,279,3,0,0,58.1,0,0,2,2.2,0,0,0,0,91,2,0,2020
Coney Durr,42953,CB,MINNESOTA,7,0,1,225,57.6,0,2,7,3,14.3,1,3,14.3,0,234,7,2,0,56.5,0,0,3,4.7,0,0,0,0,64,3,0,2020
Noah Burks,42956,ED,WISCONSIN,6,0,0,349,54,0,7,98,64.6,5.1,5,0,3.6,0,164,106,7,0,56.7,0,4,41,67.6,9.8,4,4.9,0,68,46,4,2020
Thomas Pickens,42970,LB,MEMPHIS,9,0,0,218,60.4,1,5,45,16.2,2.2,1,0,13.3,3,284,46,9,0,57.5,1,1,23,27.3,0,0,8.7,1,88,24,3,2020
Jared Dorsa,42981,LB,OHIO,3,0,0,259,52,0,6,18,18.8,5.6,1,0,16.7,0,101,19,6,0,48.5,0,3,8,21.1,0,0,18.8,0,38,8,3,2020
Elijah Turner,42983,S,CLEMSON,4,0,0,140,60,0,0,1,3.4,0,0,0,0,0,29,1,0,0,,0,0,0,0,,0,,0,4,0,0,2020
Will Evans,42984,ED,OHIO,2,0,0,259,61.3,2,2,50,90.9,4,2,0,6,1,55,50,5,0,62.8,1,1,20,87,5,1,10,1,23,20,3,2020
Isaac Garcia,42988,ED,OREGON ST,6,0,0,265,57.5,0,3,23,89.3,8.7,2,0,6.5,0,28,25,3,0,58.5,0,1,6,88.9,16.7,1,8.3,0,9,8,1,2020
Amadeo West,42997,ED,ARMY,11,1,0,114,52.8,1,5,195,98.1,1.5,3,1,2.6,2,206,202,8,0,55,1,2,72,97.4,2.8,2,4.9,2,77,75,5,2020
Davonte Robinson,42999,S,KENTUCKY,10,0,0,202,57.9,0,0,4,2.8,0,0,1,0,0,144,4,0,0,59.8,0,0,1,2.9,0,0,0,0,34,1,0,2020
JoVanni Stewart,43001,LB,HOUSTON,5,0,1,182,53.8,0,0,19,18.2,0,0,2,0,0,110,20,0,0,56.4,0,0,4,10.8,0,0,0,0,37,4,0,2020
Sci Martin Jr.,43008,ED,MISSOURI,2,0,0,229,64.4,0,0,6,85.7,16.7,1,0,0,0,7,6,0,0,66.6,0,0,2,100,50,1,0,0,2,2,0,2020
Elijah Hamilton,43012,CB,VANDERBILT,5,0,0,333,60,0,0,1,0.7,0,0,1,0,0,145,1,0,0,,0,0,0,0,,0,,0,34,0,0,2020
Jonathon Cooper,43021,ED,OHIO STATE,5,1,0,260,90.1,6,10,108,96.6,18.5,20,0,9.3,2,119,115,18,1,91.5,5,7,53,96.6,28.3,15,15.1,2,59,57,14,2020
Marquel Dismuke,43025,S,NEBRASKA,8,0,1,238,62,0,1,6,2.2,16.7,1,2,8.3,0,277,6,1,0,57.7,0,0,2,2.3,0,0,0,0,88,2,0,2020
Shawn Jennings,43027,LB,S ALABAMA,10,0,0,288,63.7,1,3,38,48.8,7.9,3,0,7.9,1,84,41,5,0,62.4,0,2,10,84.6,20,2,10,0,13,11,2,2020
Carlo Kemp,43059,ED,MICHIGAN,6,0,2,222,71.6,5,4,175,100,9.7,17,2,3.7,2,183,183,11,0,65.4,1,0,46,100,10.9,5,1.1,0,51,51,1,2020
Tre Webb,43077,S,S JOSE ST,6,0,0,285,61.9,1,0,9,3.5,0,0,1,5.6,0,258,9,1,0,64.1,1,0,6,8.1,0,0,8.3,0,74,6,1,2020
Kevin Meitzenheimer,43102,LB,UTAH ST,5,0,0,329,53.8,0,4,30,16.7,3.3,1,0,6.7,0,186,31,4,0,52.7,0,2,18,50,5.6,1,5.6,0,38,19,2,2020
Shane Simmons,43103,ED,PENN STATE,9,0,0,266,55.1,1,5,71,90.1,5.6,4,0,5.6,1,81,73,7,0,53.7,1,2,24,92.6,8.3,2,6.3,0,27,25,3,2020
Brock Miller,43112,LB,BOISE ST,1,0,0,120,59.4,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
Chanse Sylvie,43115,S,OKLAHOMA,2,0,0,261,58.4,0,0,1,9.1,0,0,0,0,0,11,1,0,0,,0,0,0,0,,0,,0,4,0,0,2020
Evan Jones,43140,CB,GA STATE,2,0,0,175,60,0,0,1,16.7,0,0,0,0,0,6,1,0,0,,0,0,0,0,,0,,0,2,0,0,2020
Tuf Borland,43158,LB,OHIO STATE,4,0,0,260,68.3,1,1,19,20.8,15.8,3,1,10.5,1,96,20,3,0,67.9,0,0,9,24.3,11.1,1,11.1,1,37,9,1,2020
Brennan Thieneman,43166,S,PURDUE,6,0,0,273,58.6,0,0,2,1.1,0,0,0,0,0,179,2,0,0,59.2,0,0,1,1.7,0,0,0,0,58,1,0,2020
Justin Clark,43185,CB,TOLEDO,6,0,0,316,51.6,0,0,2,1.2,0,0,4,0,0,170,2,0,0,51.6,0,0,2,3.3,0,0,0,0,60,2,0,2020
Nolan Turner,43187,S,CLEMSON,10,0,0,140,56.1,0,0,3,1,0,0,1,0,0,297,3,0,0,56.7,0,0,2,1.7,0,0,0,0,121,2,0,2020
Ryan McWood,43189,LB,MIAMI OH,3,0,0,221,69.3,1,0,12,13,8.3,1,0,12.5,1,100,13,2,0,55,0,0,3,7.7,0,0,0,0,39,3,0,2020
Amir Tyler,43191,S,TEMPLE,6,0,0,306,60,0,0,0,0.6,,0,0,,0,159,1,0,0,60,0,0,0,2.6,,0,,0,38,1,0,2020
Isaiah Hayes,43194,S,LOUISVILLE,10,0,0,210,54,0,0,7,3,0,0,0,0,0,271,8,0,0,54.9,0,0,3,3.7,0,0,0,0,81,3,0,2020
Richie Grant,43196,S,UCF,9,1,0,323,66.9,1,2,21,6.7,4.8,1,0,11.9,1,341,23,4,0,69.3,1,0,9,5.8,11.1,1,16.7,1,172,10,2,2020
Korel Smith,43201,CB,FAU,8,0,0,165,59.5,1,2,14,9.3,14.3,2,2,17.9,1,151,14,4,0,62.4,1,2,9,13.8,22.2,2,27.8,1,65,9,4,2020
Chima Azunna,43211,S,IOWA STATE,8,0,0,193,79.7,0,0,2,1.7,50,1,0,50,1,115,2,1,0,,0,0,0,0,,0,,0,5,0,0,2020
John Lamot,43215,LB,BOSTON COL,10,0,0,121,66.8,0,1,15,19.6,20,3,0,3.3,0,92,18,1,0,61,0,1,5,21.2,20,1,10,0,33,7,1,2020
Kaiden Smith,43224,S,APP STATE,11,0,0,108,65,1,0,3,1.2,0,0,1,16.7,0,347,4,1,0,65.2,1,0,1,1.2,0,0,50,0,83,1,1,2020
Chase Pine,43225,LB,PITTSBURGH,11,1,0,268,57.5,8,6,72,23.2,6.9,5,1,12.5,2,319,74,16,0,72.4,3,1,18,19.6,16.7,3,16.7,1,102,20,5,2020
Eric Monroe,43239,S,TEXAS TECH,10,0,1,315,77.4,0,1,2,0.5,0,0,5,75,1,412,2,2,0,59.6,0,0,1,1.6,0,0,0,0,62,1,0,2020
Chris Henderson,43249,ED,S ALABAMA,10,0,1,288,66.5,4,10,121,62.9,14,17,3,6.6,1,205,129,15,0,69.8,0,7,51,94.7,21.6,11,8.8,1,57,54,8,2020
DeMarkus Glover,43258,LB,AKRON,2,0,0,102,58.6,0,0,3,16.7,0,0,0,0,0,18,3,0,0,59.5,0,0,1,25,0,0,0,0,4,1,0,2020
James Wiggins,43263,S,CINCINNATI,8,0,0,138,74.3,0,0,8,2.7,0,0,0,12.5,1,293,8,1,0,84.7,0,0,2,2.8,0,0,50,1,72,2,1,2020
Simeon Smiley,43267,S,PURDUE,6,0,0,273,56.2,0,1,2,2.2,0,0,0,25,0,92,2,1,0,,0,0,0,0,,0,,0,27,0,0,2020
Anthony Ekpe,43280,ED,BALL ST,6,0,0,117,90.5,1,13,160,100,18.1,29,1,7.5,5,170,170,19,0,90.1,1,10,64,100,26.6,17,13.3,3,71,71,14,2020
Josh Perry,43283,S,SO MISS,8,0,0,296,78.5,1,0,2,3,100,2,0,25,0,66,2,1,0,,0,0,0,0,,0,,0,14,0,0,2020
Treyvon Reeves,43286,LB,TULSA,7,0,0,320,65.3,4,0,28,14.7,3.6,1,1,14.3,2,204,30,6,0,70.1,1,0,10,43.5,10,1,25,2,23,10,3,2020
Damar Hamlin,43291,S,PITTSBURGH,10,0,0,268,54.3,0,0,3,0.7,0,0,6,0,0,407,3,0,0,57.7,0,0,1,0.7,0,0,0,0,140,1,0,2020
Braden Smith,43298,S,WYOMING,6,0,2,351,71,1,1,6,3.3,0,0,2,33.3,1,209,7,3,0,80.3,1,0,2,2.9,0,0,75,1,69,2,2,2020
Garrett Crall,43309,ED,WYOMING,3,1,0,351,70.1,5,5,66,92,12.1,8,0,9.1,1,75,69,11,0,57.6,2,2,20,100,10,2,10,0,20,20,4,2020
Qwuantrezz Knight,43322,S,UCLA,7,1,1,324,68.7,3,6,63,24,4.8,3,3,10.3,2,287,69,11,0,68.1,2,3,22,24.5,9.1,2,15.9,1,98,24,6,2020
Jordan Helm,43329,S,FAU,7,0,0,165,65.9,0,1,5,2.9,20,1,0,10,0,204,6,1,0,64.9,0,1,1,1.6,100,1,50,0,61,1,1,2020
Bryan Mead,43333,LB,OKLAHOMA,7,0,0,261,68.9,0,0,7,12.7,0,0,0,14.3,1,71,9,1,0,74.2,0,0,3,31.3,0,0,33.3,1,16,5,1,2020
Obi Eboh,43343,CB,UCLA,5,0,0,324,72.2,0,2,3,2.7,0,0,1,66.7,1,110,3,3,0,72.2,0,2,3,7.9,0,0,66.7,1,38,3,3,2020
Zeke Brown,43346,CB,BAYLOR,2,0,0,118,59.6,0,0,0,2.2,,0,0,,0,46,1,0,0,,0,0,0,0,,0,,0,11,0,0,2020
Mandela Lawrence-Burke,43352,LB,KENT STATE,3,0,0,201,69.2,0,4,16,23.6,25,4,0,25,2,72,17,6,0,64.8,0,1,9,37,22.2,2,16.7,1,27,10,2,2020
Jaydon Grant,43354,S,OREGON ST,7,0,1,265,75.3,1,1,17,7.4,17.6,3,1,5.9,0,230,17,2,0,75.4,1,0,4,5.1,25,1,12.5,0,78,4,1,2020
Cameron Lewis,43359,S,LSU,7,0,0,211,56.6,0,0,2,4.3,0,0,2,0,0,46,2,0,0,56.9,0,0,1,6.3,0,0,0,0,16,1,0,2020
Trey Baldwin,43361,LB,LA TECH,8,4,0,208,90.5,1,3,18,7.5,11.1,2,2,16.7,1,239,18,5,1,69.3,0,3,11,14.9,18.2,2,13.6,0,74,11,3,2020
Eric Burrell,43369,S,WISCONSIN,6,0,0,349,58.3,0,2,13,9.2,7.7,1,1,7.7,0,142,13,2,0,62.2,0,1,5,10,20,1,10,0,50,5,1,2020
Erroll Thompson,43392,LB,MISS STATE,10,0,0,227,68.6,0,9,71,22.8,15.5,11,2,9.2,2,342,78,11,0,70.7,0,7,30,32,23.3,7,11.7,0,100,32,7,2020
Christian Holmes,43393,CB,OKLA STATE,10,0,1,262,59.7,0,0,1,0.5,0,0,5,0,0,196,1,0,0,,0,0,0,0,,0,,0,70,0,0,2020
Phil Campbell III,43402,LB,PITTSBURGH,11,0,1,268,65.9,3,13,104,30.7,12.5,13,1,13.5,6,371,114,22,0,70.9,2,9,53,40.3,18.9,10,19.8,5,144,58,16,2020
Antone Williams,43409,CB,CHARLOTTE,6,0,0,136,54.3,0,1,12,8.1,0,0,1,4.2,0,173,14,1,0,55.5,0,0,4,9.4,0,0,0,0,64,6,0,2020
Milo Eifler,43421,LB,ILLINOIS,6,0,0,187,62,0,3,22,13.6,13.6,3,0,11.4,1,162,22,4,0,70.3,0,0,2,3.9,50,1,50,1,51,2,1,2020
Hauati Pututau,43425,DI,UTAH,3,1,0,328,61.5,0,5,92,100,3.3,3,2,4.9,2,93,93,7,1,63.4,0,3,54,100,3.7,2,6.5,2,54,54,5,2020
Jordan Smith,43427,ED,UAB,8,1,1,321,91.4,16,28,208,91.4,22.6,47,5,13,5,244,223,49,0,91.7,5,18,75,96.5,30.7,23,18,2,86,83,25,2020
Michael Pitts,43431,ED,CINCINNATI,4,0,1,138,53.8,0,0,27,100,0,0,1,0,0,28,28,0,0,57.2,0,0,3,100,0,0,0,0,3,3,0,2020
Cedric Stone,43438,S,LIBERTY,9,0,0,206,60,0,0,1,0.6,0,0,0,0,0,166,1,0,0,,0,0,0,0,,0,,0,50,0,0,2020
Elorm Lumor,43448,ED,RUTGERS,8,0,0,278,58.8,2,10,150,97,6,9,1,4.7,1,164,159,13,0,71.1,1,7,45,95.9,20,9,11.1,1,49,47,9,2020
Daelin Hayes,43449,ED,NOTRE DAME,10,1,0,258,77.8,6,20,198,81.3,13.6,27,3,8.1,3,252,205,29,0,77.8,2,11,69,82.6,17.4,12,10.9,1,86,71,14,2020
Trenton Thompson,43455,S,S DIEGO ST,7,0,0,284,61.1,0,1,15,6.6,0,0,0,3.3,0,226,15,1,0,57.8,0,0,2,2.9,0,0,0,0,69,2,0,2020
David Belvin III,43463,ED,FAU,5,0,0,165,59.4,1,2,35,77.1,5.7,2,0,4.3,0,48,37,3,0,61.9,0,1,17,81.8,5.9,1,2.9,0,22,18,1,2020
Roland Walder,43464,ED,BOWL GREEN,5,0,0,122,59,0,2,62,77.1,6.5,4,0,4.8,2,83,64,4,0,64.2,0,2,16,72.7,18.8,3,12.5,1,22,16,3,2020
Barrington Wade,43472,LB,IOWA,7,0,0,192,60.2,0,1,21,21.8,9.5,2,0,7.1,1,101,22,2,0,62.2,0,1,7,24.1,14.3,1,21.4,1,29,7,2,2020
Akil Jones,43475,LB,COLORADO,4,0,0,143,60.4,0,4,22,17.7,4.5,1,2,9.1,0,141,25,4,0,54.2,0,2,7,13.2,0,0,14.3,0,53,7,2,2020
Jonathan Jones,43492,LB,TOLEDO,6,0,0,316,59.4,1,3,19,24.7,5.3,1,0,10.5,0,93,23,4,0,53.7,0,0,4,27.8,0,0,0,0,18,5,0,2020
Nick Niemann,43500,LB,IOWA,8,0,0,192,48.4,0,2,33,11.7,3,1,0,3,0,290,34,2,0,51.5,0,0,19,16.2,5.3,1,0,0,117,19,0,2020
Julius Turner,43504,DI,RUTGERS,9,0,1,278,64.6,1,5,171,99.5,5.3,9,3,1.8,0,187,186,6,0,63.3,0,4,36,100,8.3,3,5.6,0,41,41,4,2020
William Kwenkeu,43510,LB,TEMPLE,7,0,0,306,61.6,2,1,22,12.8,4.5,1,0,11.4,1,187,24,4,0,60.2,1,0,6,13.7,16.7,1,8.3,0,51,7,1,2020
Kobe Jones,43511,ED,MISS STATE,10,0,1,227,64.8,4,16,291,96.3,7.6,22,2,4.1,2,321,309,22,0,60.9,1,8,85,95.7,9.4,8,7.6,2,94,90,11,2020
Brandon Bowen,43515,ED,TCU,3,0,1,305,55.5,0,0,7,100,0,0,1,0,0,7,7,0,0,56.9,0,0,3,0,0,0,0,0,3,3,0,2020
Dexter Myers,43525,S,UTSA,1,0,0,331,58.8,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
Darrell Baker Jr.,43542,CB,GA SOUTHRN,11,0,1,174,56.3,0,1,5,1.4,0,0,6,10,0,350,5,1,0,,0,0,0,0,,0,,0,108,0,0,2020
Marlon Character,43550,CB,LOUISVILLE,11,0,0,210,66.5,1,1,9,4.4,22.2,2,2,22.2,1,228,10,3,0,54.9,0,1,1,2.5,100,1,50,0,80,2,1,2020
Ben Stille,43555,DI,NEBRASKA,8,0,0,238,81.5,3,17,236,99.6,14.4,34,0,5.1,2,247,246,22,0,71.3,1,8,79,100,16.5,13,5.7,0,83,83,9,2020
Jerome Johnson,43560,DI,INDIANA,7,0,0,190,59.6,0,7,151,99.4,3.3,5,0,5,4,157,156,11,0,64.6,0,6,61,98.4,4.9,3,11.5,4,63,62,10,2020
Deonte Williams,43633,ED,FLORIDA ST,3,0,0,167,58.3,0,1,12,78.9,8.3,1,0,4.2,0,19,15,1,0,59.2,0,1,7,100,14.3,1,7.1,0,9,9,1,2020
Jon-Michael Terry,43635,ED,OKLAHOMA,8,1,0,261,60.5,2,5,107,66.5,5.6,6,0,4.2,1,176,117,8,0,63.6,2,3,41,87.8,12.2,5,8.5,1,49,43,6,2020
Lance Deveaux Jr.,43643,LB,N ILLINOIS,1,0,0,254,60,0,0,1,7.1,0,0,0,0,0,14,1,0,0,,0,0,0,0,,0,,0,4,0,0,2020
Jake Hansen,43645,LB,ILLINOIS,8,0,0,187,86.4,0,2,20,8.7,15,3,0,20,3,242,21,5,0,75,0,1,4,6.8,0,0,37.5,1,74,5,2,2020
Daniel Isom,43647,S,WASH STATE,4,0,0,341,60,0,0,0,0.6,,0,0,,0,170,1,0,0,,0,0,0,0,,0,,0,77,0,0,2020
Alexy Jean-Baptiste,43651,ED,FIU,1,0,0,166,64.3,0,0,7,100,0,0,0,14.3,1,7,7,1,0,59.2,0,0,1,100,0,0,0,0,1,1,0,2020
De'Andre Williams,43664,DI,TULANE,10,0,0,319,63.6,1,7,182,100,4.9,9,1,2.2,0,192,192,8,0,72.3,1,5,68,100,8.8,6,4.4,0,70,70,6,2020
Jaylin Thomas,43665,LB,BALL ST,6,0,0,117,58.9,1,0,31,13.2,6.5,2,0,4.8,1,234,31,2,0,67.1,1,0,14,20,14.3,2,10.7,1,70,14,2,2020
Jacob Pugh,43693,DI,SMU,5,0,0,287,57.9,0,3,16,100,12.5,2,0,9.4,0,17,17,3,0,45.6,0,2,2,100,0,0,50,0,2,2,2,2020
Marlon Dunlap Jr.,43701,DI,FLORIDA,10,1,0,163,58.9,0,5,164,99.4,4.9,8,0,1.5,0,173,172,5,1,62.5,0,5,63,98.4,7.9,5,4,0,64,63,5,2020
Jacob Morgenstern,43708,LB,TEXAS TECH,10,0,0,315,70.1,1,11,70,25.5,11.4,8,1,8.6,0,278,71,12,0,61.9,0,4,19,59.4,10.5,2,10.5,0,32,19,4,2020
Tyrone Hopper,43714,ED,N CAROLINA,11,2,1,245,59.1,1,21,218,71.9,5,11,1,6.4,3,327,235,25,0,58.1,0,13,91,72.5,7.7,7,9.3,2,131,95,15,2020
Bruno DeRose,43718,LB,BOISE ST,4,0,0,120,60,0,1,1,5.9,0,0,0,50,0,17,1,1,0,,0,1,0,0,,0,,0,7,0,1,2020
Anthony Butler,43726,LB,LIBERTY,9,0,0,206,78.2,0,2,20,7.7,15,3,2,10,1,287,22,3,0,64.2,0,1,6,7.5,16.7,1,8.3,0,93,7,1,2020
Quincy Roche,43734,ED,MIAMI FL,10,1,0,220,87.7,5,25,305,96.7,14.1,43,5,6.9,6,334,323,36,0,88.6,4,12,113,97.5,19.5,22,10.6,4,122,119,20,2020
Bryce Morais,43735,ED,BOSTON COL,4,1,0,121,73.6,0,0,32,94.4,3.1,1,0,0,0,36,34,0,0,53.2,0,0,13,100,0,0,0,0,15,15,0,2020
Marcus Brown,43739,DI,CINCINNATI,8,0,0,138,68.5,0,7,115,100,10.4,12,4,4.8,2,124,124,9,0,53.7,0,0,22,100,0,0,0,0,24,24,0,2020
Elijah Ponder,43743,ED,CINCINNATI,7,0,0,138,90,5,6,148,100,18.2,27,1,5.1,2,158,158,13,0,90.2,2,4,37,100,27,10,10.8,1,40,40,7,2020
Romeo McKnight,43747,ED,CHARLOTTE,6,0,0,136,69,3,8,133,94.6,12,16,0,5.6,2,149,141,13,0,70,2,5,48,96.4,18.8,9,9.4,1,55,53,8,2020
Brandon Barlow,43762,ED,BOSTON COL,11,0,0,121,64.7,4,18,222,93.8,8.6,19,2,5.9,2,260,244,24,0,58.5,2,6,95,91.4,8.4,8,4.2,0,116,106,8,2020
JaVante Hubbard,43775,DI,RICE,2,0,0,275,54.4,0,0,19,100,0,0,0,0,0,21,21,0,0,58.8,0,0,1,100,0,0,0,0,2,2,0,2020
Austin Schulte,43781,DI,IOWA,4,0,0,192,53.4,0,0,33,100,0,0,0,0,0,34,34,0,0,54.6,0,0,16,100,0,0,0,0,17,17,0,2020
Marcel Southall,43793,DI,FAU,3,0,0,165,52.1,0,0,46,100,0,0,0,0,0,48,48,0,0,54.9,0,0,9,100,0,0,0,0,9,9,0,2020
Paddy Fisher,43822,LB,NWESTERN,7,0,0,256,59.4,1,2,18,6.2,5.6,1,0,8.3,0,289,18,3,0,62.6,0,0,6,7.9,16.7,1,0,0,76,6,0,2020
Alonzo Addae,43824,S,W VIRGINIA,9,0,1,343,60,0,0,1,0.3,0,0,3,0,0,303,1,0,0,,0,0,0,0,,0,,0,80,0,0,2020
Kenny Hebert,43827,LB,VANDERBILT,5,0,0,333,53.2,0,1,11,31.6,0,0,0,4.5,0,38,12,1,0,56,0,1,3,37.5,0,0,16.7,0,8,3,1,2020
Patrice Rene,43868,CB,N CAROLINA,9,2,1,245,65.7,1,3,12,6.3,8.3,1,1,16.7,0,192,12,4,0,38.7,0,2,3,3.8,0,0,33.3,0,79,3,2,2020
Randy Wade Jr.,43888,ED,GA SOUTHRN,10,0,0,174,65.3,0,5,86,45.5,12.8,11,1,2.9,0,202,92,5,0,61.7,0,4,30,47.1,13.3,4,6.7,0,68,32,4,2020
Isaiah Kaufusi,43899,LB,BYU,11,1,0,128,90.2,1,4,21,8,19,4,0,31,4,287,23,9,0,60,1,3,9,9.5,11.1,1,22.2,0,95,9,4,2020
Timmy Horne,43918,DI,CHARLOTTE,6,0,0,136,60.5,2,5,93,100,6.5,6,1,3.8,0,97,97,7,0,59.2,1,1,33,100,9.1,3,3,0,36,36,2,2020
D'Andre Christmas-Giles,43925,DI,FIU,2,1,1,166,65.1,1,2,40,100,5,2,1,3.8,0,43,43,3,1,63.1,0,0,8,100,0,0,0,0,8,8,0,2020
Jairon McVea,43938,S,BAYLOR,8,0,0,118,55.1,1,0,4,3.2,25,1,0,12.5,0,126,4,1,0,,0,0,0,0,,0,,0,38,0,0,2020
Ray Thornton,43941,DI,LSU,7,0,0,211,67.3,1,4,45,97.8,13.3,6,1,10,2,46,45,7,0,70.4,1,4,29,96.7,17.2,5,15.5,2,30,29,7,2020
