player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
Matt Lawson,82266,DI,FRESNO ST,4,0,0,169,64.8,0,1,36,100,5.6,2,0,1.4,0,36,36,1,0,54.3,0,0,14,100,0,0,0,0,14,14,0,2020
Devonte Wyatt,82268,DI,GEORGIA,9,1,0,173,68,4,12,185,100,8.6,16,0,4.3,0,194,194,16,0,60.5,1,5,58,100,6.9,4,5.2,0,60,60,6,2020
Ezekiel Holmes,82281,ED,ILLINOIS,3,0,0,187,56.6,0,0,7,100,0,0,0,0,0,7,7,0,0,58.3,0,0,2,100,0,0,0,0,2,2,0,2020
Calvin Avery,82283,DI,ILLINOIS,7,0,0,187,63.3,0,3,55,100,7.3,4,1,4.5,1,58,58,4,0,69,0,2,15,100,20,3,13.3,1,17,17,3,2020
James Head Jr.,82285,ED,INDIANA,7,1,0,190,50.4,1,6,172,94.4,3.5,6,0,2.6,1,197,186,8,0,50.9,0,3,74,94.3,4.1,3,2,0,87,82,3,2020
Jonathan King,82286,ED,INDIANA,7,0,0,190,60.2,1,2,39,76.4,2.6,1,0,6.4,1,55,42,4,0,62.9,1,2,14,66.7,0,0,17.9,1,21,14,4,2020
Shamar Jones,82290,ED,INDIANA,1,0,0,190,60,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
John Waggoner,82292,ED,IOWA,4,0,0,192,56.5,0,4,54,98.2,9.3,5,0,3.7,0,55,54,4,0,57.2,0,2,22,100,9.1,2,4.5,0,22,22,2,2020
Noah Shannon,82293,DI,IOWA,8,1,0,192,57.8,0,2,89,100,1.1,1,1,2.2,1,90,90,3,0,55.8,0,1,31,100,3.2,1,1.6,0,32,32,1,2020
Jerquavion Mahone,82300,DI,KENTUCKY,5,0,0,202,54.1,0,0,28,100,0,0,0,0,0,28,28,0,0,57.4,0,0,3,100,0,0,0,0,3,3,0,2020
Marquan McCall,82301,DI,KENTUCKY,9,0,0,202,62.6,1,3,87,100,5.7,5,2,3.4,1,93,93,5,0,58.3,0,1,22,100,4.5,1,2.3,0,23,23,1,2020
Austin Lewis,82305,DI,LIBERTY,10,0,0,206,58.1,1,4,85,100,4.7,4,1,2.9,0,91,91,5,0,53.6,0,3,30,100,3.3,1,5,0,32,32,3,2020
Sam Burton,82317,ED,MARSHALL,5,0,0,214,69,3,3,68,78.7,14.7,10,0,7.4,2,89,70,8,0,69,2,1,21,91.3,19,4,11.9,1,23,21,4,2020
Owen Porter,82318,ED,MARSHALL,8,0,0,214,56.3,0,4,92,98,5.4,5,1,3.3,1,98,96,5,0,59,0,2,19,100,5.3,1,10.5,1,21,21,3,2020
Darius Hodge,82319,ED,MARSHALL,8,0,0,214,75.9,7,12,137,82.4,17.5,24,3,9.1,3,176,145,22,0,70.2,3,4,33,94.7,30.3,10,13.6,1,38,36,8,2020
Koby Cumberlander,82320,ED,MARSHALL,7,0,0,214,66.8,0,15,137,98.7,11.7,16,2,8.4,4,150,148,19,0,64.5,0,4,27,100,11.1,3,14.8,2,29,29,6,2020
Cherokee Glasgow,82323,DI,MARYLAND,4,0,0,215,53,0,0,48,100,0,0,0,0,0,51,51,0,0,54.1,0,0,20,100,0,0,0,0,21,21,0,2020
Taylor Upshaw,82327,ED,MICHIGAN,6,0,0,222,59.1,2,3,97,99,8.2,8,0,3.6,1,100,99,6,0,58.7,1,0,29,100,10.3,3,5.2,1,31,31,2,2020
Ryan Veingrad,82328,DI,FAU,8,0,0,165,56.5,0,3,125,100,4.8,6,0,2,1,128,128,4,0,58.4,0,1,13,100,7.7,1,3.8,0,14,14,1,2020
Julius Welschof,82329,DI,MICHIGAN,6,0,1,222,68.3,1,4,53,100,9.4,5,1,8.5,2,56,56,7,0,70.9,1,3,30,100,13.3,4,13.3,2,32,32,6,2020
Aidan Hutchinson,82330,ED,MICHIGAN,3,0,0,222,72.6,2,5,71,100,14.1,10,3,4.9,0,76,76,7,0,69.7,1,3,21,100,28.6,6,9.5,0,23,23,4,2020
Mayan Ahanotu,82335,DI,RUTGERS,9,0,0,278,54.4,0,2,90,100,0,0,1,2.2,1,95,95,3,0,54,0,0,19,100,0,0,0,0,21,21,0,2020
KD Hill,82339,DI,OLE MISS,7,0,0,226,54.1,0,0,107,100,0,0,3,0,0,110,110,0,0,54.9,0,0,21,100,0,0,0,0,21,21,0,2020
Trajan Jeffcoat,82341,ED,MISSOURI,9,0,1,229,67,13,6,232,96.4,8.2,19,3,6.3,5,253,244,24,0,70.2,3,2,89,97.9,10.1,9,7.3,4,96,94,9,2020
Jatorian Hansford,82342,ED,MISSOURI,5,0,0,229,59.6,0,2,38,90.9,5.3,2,0,2.6,0,44,40,2,0,64.5,0,1,10,90.9,20,2,5,0,11,10,1,2020
Cannon York,82345,ED,MISSOURI,6,0,0,229,53.2,0,0,16,100,0,0,0,0,0,18,18,0,0,54.5,0,0,9,100,0,0,0,0,9,9,0,2020
Colton Feist,82346,DI,NEBRASKA,2,0,0,238,57.1,0,0,4,100,0,0,0,0,0,4,4,0,0,58.9,0,0,2,100,0,0,0,0,2,2,0,2020
Casey Rogers,82347,DI,NEBRASKA,8,2,0,238,69.5,2,8,126,100,9.5,12,1,5.6,2,134,134,12,1,63.6,0,4,40,100,7.5,3,7.5,1,44,44,5,2020
Ben Bertram,82351,DI,NEW MEXICO,3,0,0,241,64.6,2,1,51,100,7.8,4,0,4.9,1,53,53,4,0,69.4,1,1,13,100,23.1,3,7.7,0,13,13,2,2020
Dayton LeBlanc,82356,DI,N TEXAS,8,1,0,251,63.1,0,2,73,100,2.7,2,1,2.7,1,80,80,3,0,68.8,0,0,8,100,12.5,1,0,0,9,9,0,2020
Caleb Colvin,82359,ED,N TEXAS,9,0,1,251,52.7,0,3,159,98.9,2.5,4,1,0.9,0,175,173,3,0,55.9,0,0,19,100,5.3,1,0,0,22,22,0,2020
Devin O'Rourke,82362,ED,NWESTERN,6,0,0,256,55.6,2,1,46,92.9,4.3,2,0,3.3,0,56,52,3,0,60.5,2,1,16,90.5,12.5,2,9.4,0,21,19,3,2020
Eku Leota,82363,ED,NWESTERN,7,0,0,256,68.1,5,14,164,98.3,12.2,20,2,8.2,4,175,172,23,0,69.1,1,7,52,98.2,13.5,7,13.5,3,57,56,11,2020
Justin Ademilola,82364,ED,NOTRE DAME,10,0,0,258,60.8,2,7,102,99.1,6.9,7,0,6.4,2,106,105,11,0,53.5,0,2,23,100,8.7,2,4.3,0,24,24,2,2020
Jayson Ademilola,82365,DI,NOTRE DAME,6,0,0,258,59.9,2,7,104,100,5.8,6,0,4.3,0,108,108,9,0,56.1,1,5,38,100,10.5,4,7.9,0,40,40,6,2020
Ja'Mion Franklin,82366,DI,NOTRE DAME,2,0,0,258,57.4,0,0,11,100,0,0,0,0,0,11,11,0,0,59.9,0,0,1,100,0,0,0,0,1,1,0,2020
Andrew Faoliu,82367,ED,OREGON,5,0,0,264,62.2,2,4,65,88.2,7.7,5,0,6.2,1,76,67,7,0,58,1,4,44,100,9.1,4,5.7,0,46,46,5,2020
Branson Deen,82372,DI,PURDUE,6,0,0,273,60.6,0,7,143,98.7,5.6,8,0,3.1,1,152,150,8,0,62.4,0,3,40,100,10,4,3.8,0,44,44,3,2020
Lawrence Johnson,82374,DI,PURDUE,6,0,0,273,57.8,0,1,72,100,1.4,1,0,0.7,0,75,75,1,0,59.1,0,0,13,100,0,0,0,0,14,14,0,2020
Jack Sullivan,82375,ED,PURDUE,6,0,0,273,56.3,2,2,102,100,2.9,3,0,2,0,107,107,4,0,58.2,0,1,17,100,5.9,1,2.9,0,20,20,1,2020
Robin Jutwreten,82379,DI,RUTGERS,8,0,0,278,60.2,1,1,58,100,1.7,1,1,3.4,1,58,58,3,0,58.6,1,0,16,100,0,0,3.1,0,16,16,1,2020
Jamree Kromah,82380,DI,RUTGERS,2,0,0,278,58.4,0,0,8,100,0,0,0,0,0,8,8,0,0,,0,0,0,,,0,,0,0,0,0,2020
Jalil Lecky,82384,ED,S DIEGO ST,8,0,0,284,62,1,3,57,98.3,3.5,2,0,7,2,60,59,6,0,70.3,1,2,17,100,11.8,2,14.7,1,17,17,4,2020
Keshawn Banks,82385,ED,S DIEGO ST,7,0,1,284,62.1,5,16,203,97.2,8.4,17,2,5.2,0,215,209,21,0,59,2,7,62,94.1,9.7,6,7.3,0,68,64,9,2020
Daniel Okpoko,82386,DI,S DIEGO ST,3,0,0,284,67.4,0,1,3,100,33.3,1,0,16.7,0,3,3,1,0,,0,0,0,,,0,,0,0,0,0,2020
Cameron Thomas,82387,DI,S DIEGO ST,8,0,0,284,74.2,8,24,225,97.5,11.6,26,0,9.3,5,239,233,37,0,84.2,4,15,69,96,23.2,16,19.6,4,75,72,23,2020
E.J. Ane,82390,ED,S JOSE ST,6,0,0,285,64.1,0,4,82,100,7.3,6,0,3.7,1,84,84,5,0,64.8,0,3,32,100,12.5,4,7.8,1,32,32,4,2020
Cade Hall,82391,ED,S JOSE ST,6,0,0,285,73.2,9,10,200,100,12.5,25,0,9.8,10,209,209,29,0,73.3,3,5,58,100,17.2,10,15.5,5,59,59,13,2020
Maurice Strong Jr.,82408,DI,S ALABAMA,11,0,0,288,61.6,1,5,163,100,6.7,11,0,1.8,0,173,173,6,0,63.9,0,0,24,100,8.3,2,0,0,26,26,0,2020
Kingsley Enagbare,82409,ED,S CAROLINA,8,0,0,289,89.2,8,9,167,85.9,13.8,23,4,9.3,7,206,177,24,0,87.9,1,5,59,91.3,20.3,12,13.6,5,69,63,11,2020
Rick Sandidge,82411,DI,S CAROLINA,8,0,0,289,55.5,0,0,54,100,0,0,0,1.9,1,60,60,1,0,59.2,0,0,15,100,0,0,6.7,1,18,18,1,2020
Jabari Ellis,82415,DI,S CAROLINA,10,0,0,289,62.1,2,8,237,100,5.9,14,1,2.1,0,253,253,10,0,62,0,4,73,100,9.6,7,2.7,0,78,78,4,2020
De'Mikal Chesser,82421,ED,SO MISS,1,0,0,296,56.7,0,0,7,100,0,0,0,0,0,7,7,0,0,,0,0,0,,,0,,0,0,0,0,2020
John Mincey,82424,ED,TENNESSEE,9,0,0,307,61.7,1,3,54,100,9.3,5,0,3.7,0,56,56,4,0,53.9,0,0,12,100,0,0,0,0,13,13,0,2020
Kurott Garland,82425,DI,TENNESSEE,10,0,0,307,61.6,0,2,116,100,6,7,1,0.9,0,120,120,2,0,67.7,0,1,32,100,12.5,4,1.6,0,32,32,1,2020
Greg Emerson,82426,DI,TENNESSEE,7,0,0,307,58.9,0,0,25,100,0,0,0,0,0,27,27,0,0,58.3,0,0,3,100,0,0,0,0,3,3,0,2020
Bobby Brown III,82429,DI,TEXAS A&M,8,0,0,312,66.5,1,9,153,100,7.2,11,3,6.5,5,161,161,15,0,68.2,0,2,40,100,10,4,7.5,2,42,42,4,2020
Mohamed Diallo,82430,ED,C MICHIGAN,5,0,0,134,70.9,2,5,101,100,11.9,12,0,7.4,4,108,108,11,0,74.9,1,2,25,100,24,6,6,0,28,28,3,2020
Jeremiah Martin,82431,ED,TEXAS A&M,8,0,0,312,54.5,0,2,67,84.3,4.5,3,0,1.5,0,83,70,2,0,58.8,0,1,20,91.3,10,2,2.5,0,23,21,1,2020
Tyree Wilson,82432,ED,TEXAS TECH,9,0,0,315,61.1,2,15,197,100,6.1,12,1,5.3,2,205,205,19,0,54.4,0,4,35,100,5.7,2,5.7,0,36,36,4,2020
Nico Ezidore,82439,DI,TEXAS ST,12,0,0,314,58.2,4,12,364,100,3,11,2,3.6,5,381,381,21,0,53.2,2,1,76,100,1.3,1,2,0,79,79,3,2020
Fish McWilliams,82441,DI,UAB,7,1,0,321,71.2,0,4,78,100,7.7,6,1,5.1,2,85,85,6,1,71.4,0,2,25,100,12,3,8,1,30,30,3,2020
Antonio Moultrie,82442,DI,UAB,8,3,1,321,65.8,1,7,160,99.4,7.5,12,3,2.5,0,174,173,8,1,70.3,1,3,54,98.3,11.1,6,3.7,0,60,59,4,2020
Michael Fairbanks II,82443,ED,UAB,7,1,0,321,67.4,3,0,41,100,12.2,5,0,3.7,0,43,43,3,0,59,1,0,13,100,7.7,1,3.8,0,13,13,1,2020
Tyler Manoa,82445,DI,UCLA,6,1,0,324,73.3,0,2,60,100,10,6,4,1.7,0,66,66,2,0,77.7,0,2,22,100,27.3,6,4.5,0,23,23,2,2020
Otito Ogbonnia,82450,DI,UCLA,7,2,0,324,68.1,3,7,154,98.3,5.2,8,0,3.9,1,176,173,11,0,64.2,2,2,46,100,6.5,3,4.3,0,50,50,4,2020
Royce Danielson,82452,DI,UNLV,1,0,0,325,60,0,0,1,100,0,0,0,0,0,1,1,0,0,60,0,0,1,100,0,0,0,0,1,1,0,2020
Tavis Malakius,82453,DI,UNLV,6,0,0,325,59.4,0,3,105,99.1,4.8,5,1,1.4,0,114,113,3,0,59.6,0,2,22,96.2,9.1,2,4.5,0,26,25,2,2020
Caleb Tremblay,82458,DI,USC,3,0,0,326,68.8,0,1,30,100,10,3,0,1.7,0,34,34,1,0,72.4,0,0,14,100,14.3,2,0,0,15,15,0,2020
Blake Thompson,82460,ED,UTEP,5,0,0,330,58.8,0,0,19,100,5.3,1,0,0,0,20,20,0,0,64.8,0,0,4,100,25,1,0,0,4,4,0,2020
Rutger Reitmaier,82464,ED,VANDERBILT,4,0,0,333,55.6,0,0,16,100,0,0,0,0,0,17,17,0,0,58.2,0,0,1,100,0,0,0,0,2,2,0,2020
Lorenza Surgers,82465,ED,VANDERBILT,1,1,0,333,63.6,0,0,9,100,0,0,0,0,0,9,9,0,0,58.2,0,0,2,100,0,0,0,0,2,2,0,2020
Draco Bynum,82466,DI,WASHINGTON,1,0,0,340,58.5,0,0,5,100,0,0,0,0,0,5,5,0,0,60,0,0,1,100,0,0,0,0,1,1,0,2020
Tuli Letuligasenoa,82467,DI,WASHINGTON,2,0,0,340,56.4,0,1,13,100,0,0,0,3.8,0,13,13,1,0,57,0,0,5,100,0,0,0,0,5,5,0,2020
Taki Taimani,82468,DI,WASHINGTON,4,0,0,340,59.6,1,4,57,100,5.3,3,0,4.4,0,59,59,5,0,62.6,1,2,17,100,11.8,2,8.8,0,18,18,3,2020
Michael Van Beek,82470,DI,WASH STATE,1,0,0,341,58.1,0,0,4,100,0,0,0,0,0,4,4,0,0,60,0,0,1,100,0,0,0,0,1,1,0,2020
Jesus Echevarria,82472,DI,WASH STATE,2,0,0,341,54.8,0,0,29,100,0,0,0,0,0,29,29,0,0,55.5,0,0,10,100,0,0,0,0,10,10,0,2020
Brennan Jackson,82474,ED,WASH STATE,4,0,0,341,68.1,3,11,122,98.4,11.5,14,2,7.4,2,128,126,16,0,71.3,2,5,58,100,17.2,10,7.8,1,61,61,8,2020
Ahmir Crowder,82475,DI,WASH STATE,3,0,0,341,58.7,0,2,66,100,3,2,0,3,1,67,67,3,0,56.9,0,2,23,100,0,0,8.7,1,23,23,3,2020
Nazir Sy,82478,DI,AKRON,5,0,0,102,51.8,0,3,73,100,4.1,3,0,2.1,0,78,78,3,0,52.8,0,3,27,100,11.1,3,5.6,0,31,31,3,2020
Scott Matlock,82482,DI,BOISE ST,6,0,0,120,58.2,5,6,152,100,3.9,6,0,4.9,2,160,160,13,0,60.3,2,3,51,100,7.8,4,6.9,1,54,54,6,2020
Daviyon Nixon,82488,DI,IOWA,8,2,0,192,66.7,0,16,250,99.2,6,15,2,5.2,5,258,256,21,1,61.4,0,9,105,100,4.8,5,5.2,1,106,106,10,2020
Dayonte Roberts,82489,DI,LA MONROE,5,0,0,209,79.8,3,2,53,100,18.9,10,0,4.7,0,54,54,5,0,68.1,1,2,17,100,17.6,3,8.8,0,17,17,3,2020
Jacob Slade,82494,DI,MICH STATE,7,1,0,223,70.9,3,10,161,100,8.7,14,2,4,0,172,172,13,1,79.4,2,8,63,100,19,12,7.9,0,68,68,10,2020
Dashaun Mallory,82495,DI,MICH STATE,7,0,0,223,58.4,0,1,82,100,0,0,0,3,2,89,89,3,0,56.2,0,1,26,100,0,0,1.9,0,30,30,1,2020
Hal Northern,82496,DI,OLE MISS,8,1,0,226,72,4,2,97,100,9.3,9,0,4.1,1,99,99,7,0,73.1,2,0,13,100,23.1,3,7.7,0,13,13,2,2020
Quentin Bivens,82497,DI,OLE MISS,9,0,0,226,56.6,1,1,122,100,2.5,3,0,0.8,0,128,128,2,0,61.3,1,0,18,100,11.1,2,2.8,0,19,19,1,2020
Cameron Young,82499,DI,MISS STATE,6,1,0,227,67.6,1,3,58,98.4,8.6,5,0,5.2,1,63,62,5,0,57.8,0,0,18,100,5.6,1,0,0,19,19,0,2020
Taron Vincent,82500,DI,OHIO STATE,4,0,0,260,61.9,0,3,51,100,7.8,4,2,2.9,0,54,54,3,0,63.5,0,3,23,100,13,3,6.5,0,24,24,3,2020
Tommy Togiai,82501,DI,OHIO STATE,5,1,0,260,81.2,1,16,112,100,13.4,15,0,9.4,2,121,121,19,0,73.8,1,10,50,100,16,8,15,2,54,54,13,2020
Isaac Hodgins,82503,DI,OREGON ST,7,0,0,265,61.6,1,12,194,99.5,8.2,16,1,3.9,1,211,210,14,0,59.4,1,5,64,100,9.4,6,6.3,1,72,72,7,2020
Judge Culpepper,82504,DI,PENN STATE,6,0,0,266,56.8,0,1,32,100,3.1,1,0,1.6,0,32,32,1,0,59,0,1,17,100,5.9,1,2.9,0,17,17,1,2020
PJ Mustipher,82505,DI,PENN STATE,9,0,0,266,60.1,2,6,210,97.7,4.3,9,1,2.4,1,221,216,9,0,64.4,2,5,82,100,8.5,7,5.5,1,86,86,8,2020
Will Choloh,82509,DI,TROY,11,0,0,318,90.3,7,19,248,100,15.7,39,1,7.3,5,262,262,31,0,91.2,3,6,59,100,23.7,14,12.7,3,63,63,12,2020
AJ Pierce,82510,DI,TROY,8,0,0,318,71.1,2,6,93,100,8.6,8,2,5.4,1,99,99,9,0,74.8,1,2,17,100,23.5,4,8.8,0,19,19,3,2020
Jackson Cravens,82511,DI,BOISE ST,4,0,0,120,61,0,2,30,100,6.7,2,0,6.7,1,31,31,3,0,69,0,1,8,100,25,2,18.8,1,8,8,2,2020
Brandon Matterson,82515,DI,UTSA,9,0,0,331,65.2,2,14,183,100,8.2,15,1,5.5,2,198,198,18,0,63.4,0,9,44,100,11.4,5,12.5,1,49,49,10,2020
Kevin Nelson,82516,DI,UTSA,10,0,0,331,57.9,0,2,135,100,3,4,1,0.7,0,144,144,2,0,52.1,0,0,34,100,0,0,0,0,35,35,0,2020
Ben VanSumeren,82523,LB,MICHIGAN,6,0,0,222,48.7,0,1,8,20,0,0,0,6.3,0,45,9,1,0,58.9,0,0,1,16.7,0,0,0,0,6,1,0,2020
Evan Tattersall,82541,LB,CAL,3,0,0,130,75.5,1,3,3,4.7,0,0,1,66.7,0,64,3,4,0,67.5,1,0,2,8,0,0,25,0,25,2,1,2020
Quay Walker,82547,LB,GEORGIA,9,0,0,173,56.7,1,5,32,22.6,6.3,2,0,9.4,0,146,33,6,0,57.6,0,3,17,37,5.9,1,8.8,0,46,17,3,2020
Channing Tindall,82548,LB,GEORGIA,7,0,0,173,75.4,0,1,11,25.6,18.2,2,0,31.8,3,43,11,4,0,74.5,0,0,7,30.4,28.6,2,28.6,2,23,7,2,2020
Blake Carroll,82550,LB,GA STATE,9,0,0,175,62.3,6,6,27,9.2,14.8,4,3,25.9,1,327,30,13,0,67.5,1,2,8,10.2,37.5,3,18.8,0,88,9,3,2020
Zach Dixon,82551,LB,GA STATE,2,0,0,175,59,0,0,2,33.3,0,0,0,0,0,6,2,0,0,,0,0,0,0,,0,,0,1,0,0,2020
Will Honas,82552,LB,NEBRASKA,7,0,0,238,68.8,1,4,35,15.9,8.6,3,0,15.7,3,239,38,8,0,65.6,0,0,16,22.1,12.5,2,18.8,3,77,17,3,2020
Adrian Jackson,82553,ED,OREGON,4,0,0,264,63.5,1,2,27,90.6,7.4,2,1,9.3,1,32,29,4,0,68.3,1,2,18,87,11.1,2,13.9,1,23,20,4,2020
Ricky Miezan,82558,LB,STANFORD,1,0,0,300,57.1,0,0,2,11.8,0,0,0,0,0,17,2,0,0,59.2,0,0,1,33.3,0,0,0,0,3,1,0,2020
Palaie Gaoteote IV,82559,LB,USC,2,0,0,326,58.8,0,3,28,54.2,10.7,3,0,5.4,0,59,32,3,0,64.6,0,3,18,67.7,16.7,3,8.3,0,31,21,3,2020
Raymond Scott,82560,LB,USC,4,0,0,326,69.4,0,2,21,46,14.3,3,0,9.5,1,50,23,3,0,68.6,0,1,15,69.6,13.3,2,10,1,23,16,2,2020
C.J. Goetz,82565,ED,WISCONSIN,6,0,0,349,68,0,1,35,67.9,11.4,4,0,4.3,1,53,36,2,0,67.8,0,1,14,70,14.3,2,3.6,0,20,14,1,2020
Jack Sanborn,82566,LB,WISCONSIN,6,0,0,349,86.1,8,11,56,32.6,23.2,13,1,17,0,193,63,19,0,91.2,4,5,29,39.2,34.5,10,15.5,0,79,31,9,2020
Parker Noren,82644,LB,AIR FORCE,6,0,0,101,62.1,0,1,15,12.5,13.3,2,0,10,1,120,15,2,0,64.4,0,1,10,15.9,20,2,15,1,63,10,2,2020
Jarez Parks,82648,ED,ALABAMA,1,0,0,103,59.1,0,0,1,100,0,0,0,0,0,1,1,0,0,59.1,0,0,1,100,0,0,0,0,1,1,0,2020
Jaylen Moody,82649,LB,ALABAMA,6,0,0,103,70.6,0,2,10,20.4,30,3,0,10,0,49,10,2,0,60.6,0,0,5,41.7,20,1,0,0,12,5,0,2020
Richard Jibunor,83016,ED,TROY,11,0,2,318,79.4,4,22,183,75.4,12.6,23,4,9.8,5,256,193,31,0,79.9,2,11,49,84.1,28.6,14,17.3,2,63,53,15,2020
Jerry Jacobs,83025,CB,ARKANSAS,4,0,0,111,57.4,0,0,1,1.3,0,0,1,0,0,154,2,0,0,,0,0,0,0,,0,,0,26,0,0,2020
Tyric LeBeauf,83029,CB,BOISE ST,2,0,0,120,58.3,0,0,1,10,0,0,1,0,0,10,1,0,0,58.3,0,0,1,20,0,0,0,0,5,1,0,2020
Chigozie Anusiem,83031,CB,CAL,4,0,0,130,59.1,0,0,1,0.8,0,0,0,0,0,123,1,0,0,,0,0,0,0,,0,,0,49,0,0,2020
Derick Bush,83035,CB,COAST CAR,11,0,0,141,66.7,0,0,2,0.6,0,0,1,50,1,362,2,1,0,58.3,0,0,1,1.3,0,0,0,0,76,1,0,2020
Mekhi Blackmon,83036,CB,COLORADO,5,0,0,143,70.4,0,0,1,0.9,0,0,1,0,0,233,2,0,0,,0,0,0,0,,0,,0,104,0,0,2020
Teja Young,83038,S,FAU,8,0,0,165,50.3,0,2,9,3.6,0,0,2,11.1,0,253,9,2,0,57,0,1,2,2.8,0,0,25,0,72,2,1,2020
Tyler Gore,83040,CB,GA STATE,5,0,0,175,59.5,0,0,1,2.2,0,0,1,0,0,45,1,0,0,59.5,0,0,1,5.3,0,0,0,0,19,1,0,2020
Quavian White,83041,CB,GA STATE,8,0,1,175,68.3,0,0,3,1.3,0,0,3,33.3,1,305,4,1,0,73.4,0,0,1,1.2,0,0,100,1,83,1,1,2020
Javon Scruggs,83047,S,LIBERTY,10,0,0,206,58.6,0,2,7,2.4,0,0,0,28.6,1,293,7,3,0,59.7,0,0,1,1.1,0,0,0,0,94,1,0,2020
Kelvin Joseph,83051,CB,KENTUCKY,9,0,0,202,53.8,0,0,2,0.7,0,0,4,0,0,274,2,0,0,53.8,0,0,2,2.7,0,0,0,0,75,2,0,2020
Chris Jackson,83053,CB,MICH STATE,3,0,0,223,60,0,0,1,1,0,0,1,0,0,100,1,0,0,,0,0,0,0,,0,,0,44,0,0,2020
Kalon Gervin,83055,CB,MICH STATE,6,0,0,223,67.3,0,1,3,1.3,0,0,1,16.7,0,239,3,1,0,63.7,0,1,1,1,0,0,50,0,105,1,1,2020
Esaias Furdge,83059,CB,MISS STATE,9,0,0,227,68.2,0,0,4,3.7,25,1,0,0,0,108,4,0,0,71,0,0,2,5.7,50,1,0,0,35,2,0,2020
Donte Martin,83060,CB,NEW MEXICO,5,0,1,241,65.5,0,1,5,3.8,0,0,3,30,1,132,5,2,0,58.8,0,0,1,1.9,0,0,0,0,54,1,0,2020
Nic Wilson,83061,CB,NEW MEXICO,1,0,0,241,58.3,0,0,1,2.4,0,0,0,0,0,42,1,0,0,,0,0,0,0,,0,,0,14,0,0,2020
Tyreke Johnson,83063,CB,OHIO STATE,3,0,0,260,70.4,0,1,2,3.7,0,0,1,25,0,54,2,1,0,,0,0,0,0,,0,,0,19,0,0,2020
Cedarious Barfield,83078,CB,S DIEGO ST,5,0,0,284,58.1,0,0,1,1.2,0,0,0,0,0,82,1,0,0,,0,0,0,0,,0,,0,26,0,0,2020
Nehemiah Shelton,83083,CB,S JOSE ST,6,0,1,285,68.7,0,1,4,1.5,50,2,2,12.5,0,259,4,1,0,71.5,0,1,3,4.1,66.7,2,16.7,0,74,3,1,2020
Keon Voisin,83086,CB,S ALABAMA,10,0,0,288,59.6,0,0,1,1.1,0,0,0,0,0,91,1,0,0,,0,0,0,0,,0,,0,37,0,0,2020
Kendall Williamson,83090,S,STANFORD,6,0,0,300,54.7,0,1,3,1.5,0,0,0,16.7,0,197,3,1,0,,0,0,0,0,,0,,0,61,0,0,2020
Ethan Bonner,83091,CB,STANFORD,2,0,0,300,59.8,0,0,1,3,0,0,1,0,0,33,1,0,0,,0,0,0,0,,0,,0,7,0,0,2020
Craig Slocum Jr.,83096,S,TROY,10,0,0,318,60,0,0,1,0.4,0,0,0,0,0,243,1,0,0,,0,0,0,0,,0,,0,56,0,0,2020
CD Daniels,83097,CB,UAB,6,0,0,321,78.3,0,0,1,2.6,0,0,0,100,1,39,1,1,0,,0,0,0,0,,0,,0,15,0,0,2020
Olaijah Griffin,83100,CB,USC,5,0,0,326,59.8,0,0,2,1,0,0,3,0,0,198,2,0,0,,0,0,0,0,,0,,0,99,0,0,2020
Isaac Taylor-Stuart,83101,CB,USC,5,0,0,326,53.6,0,0,4,6.5,0,0,2,0,0,62,4,0,0,59.8,0,0,2,5.6,0,0,0,0,36,2,0,2020
Chase Williams,83102,S,USC,4,0,0,326,65,1,1,20,22.3,10,2,0,5,0,94,21,2,0,64,0,1,10,18.3,10,1,5,0,60,11,1,2020
Michael Anyanwu,83103,CB,UTAH ST,2,0,0,329,59.5,0,0,1,4.8,0,0,1,0,0,21,1,0,0,59.5,0,0,1,14.3,0,0,0,0,7,1,0,2020
Corey Mayfield Jr.,83106,CB,UTSA,11,0,1,331,59.7,1,0,16,4.3,0,0,7,9.4,1,375,16,2,0,63.2,1,0,4,3.8,0,0,12.5,0,106,4,1,2020
Rachad Wildgoose,83111,CB,WISCONSIN,2,0,0,349,58.9,0,1,2,5.7,0,0,1,25,0,35,2,1,0,58.9,0,1,2,16.7,0,0,25,0,12,2,1,2020
Elisha Palm,83117,CB,AIR FORCE,6,0,1,101,55,0,1,4,2.7,0,0,3,12.5,0,150,4,1,0,57,0,1,2,2.6,0,0,25,0,78,2,1,2020
Pat Surtain II,83119,CB,ALABAMA,10,0,0,103,68,1,1,8,1.9,12.5,1,0,12.5,0,418,8,2,0,51.6,0,1,4,2.6,0,0,12.5,0,152,4,1,2020
